placename,oc_lat,oc_lng,oc_formatted
Ansager Kirke,55.7046318,8.7533123,"Ansager Kirke, Østergade, 6823 Ansager, Denmark"
Ansager Kirke,55.7046318,8.7533123,"Ansager Kirke, Østergade, 6823 Ansager, Denmark"
Augustenborg Slotskirke,54.9449278,9.8666479,"Augustenborg Slotskirke, Augustenborg Slot, Augustenborg, Denmark"
Bagenkop Kirke,54.7507496,10.6792288,"Bagenkop Kirke, Kirkevej, 5935 Bagenkop, Denmark"
Ballum Kirke,55.0903597,8.6582857,"Ballum Kirke, Vesterende, Tønder Municipality, Denmark"
Bellinge Kirke,55.3333844,10.3135732,"Bellinge Kirke, Kirkelundvej, 5250 Odense SV, Denmark"
Bjerning Kirke,55.3048595,9.4929884,"Bjerning Kirke, Bjerning Kirkevej, Haderslev Municipality, Denmark"
Broager Kirke,54.8915743,9.6742369,"Broager Kirke, Parkvej, 6310 Broager, Denmark"
Brovst Kirke,57.0892098,9.5281398,"Brovst Kirke, Månevejen, 9460 Brovst, Denmark"
Bråby Kirke,55.2974688,11.9447378,"Braby Church, Bråby Bygade, 4690 Haslev, Denmark"
Børglumkloster Kirke,NA,NA,NA
Bågø Kirke,55.3156585,9.8062428,"Baagø Kirke, Sommerodden, Assens Municipality, Denmark"
Dalby Kirke,55.4653735,9.5039428,"Dalby Kirke, Dalbyvej, 6000 Kolding, Denmark"
Dalbyneder Kirke,56.6323096,10.2215098,"Dalbyneder Kirke, Kirkebakken, 8970 Havndal, Denmark"
Dybbøl Kirke,54.9198829,9.7238027,"Dybbøl Kirke, Bøffelkobbelvej, Dybbøl, Denmark"
Egtved Kirke,55.6199235,9.3006667,"Egtved Kirke, Kirkevej, Egtved, Denmark"
Egå Kirke,56.2165591,10.2653159,"Egå Kirke, Egå Mosevej, 8520 Lystrup, Denmark"
Ejby Kirke,55.3959282,10.4230111,"Vor Frelsers Kirke, Ejbygade, 5230 Odense M, Denmark"
Elling Kirke,57.4738931,10.4842102,"Elling Kirke, Tuenvej, 9970 Strandby, Denmark"
Elsted Kirke,56.2456172,10.2292633,"Elsted Kirke, Elsted Kirkeplads, 8520 Lystrup, Denmark"
Emmerlev Kirke,54.9893954,8.6952337,"Emmerlev Kirke, 6280 Højer, Denmark"
Esbønderup Kirke,56.052694700000004,12.3438004,"Esbønderup Kirke, Bagerstræde, Esbønderup, Denmark"
Farup Kirke,56.5425134,9.8583245,"Fårup Kirke, Gammel Randersvej, 8990 Fårup, Denmark"
Fensmark Kirke,55.2810377,11.8053636,"Fensmark Kirke, Chr Winthersvej, 4684 Holmegaard, Denmark"
Frederiksværk Kirke,55.9729918,12.0224415,"Frederiksværk Kirke, Kirkegade, 3300 Frederiksværk, Denmark"
Freerslev Kirke,55.3254406,12.0160443,"Freerslev Kirke, Freerslev Annex, 4690 Haslev, Denmark"
Funder Kirke,56.1557881,9.4395553,"Funder Kirke, Funder Kirkevej, Funder Kirkeby, Denmark"
Hjørring Baptistkirke,57.4615256,9.985247,"Hjørring Baptistkirke, Sanct Olai Plads, 9800 Hjørring, Denmark"
Føllenslev Kirke,55.7244162,11.3553764,"Føllenslev Kirke, Kirkemosevej, 4460 Snertinge, Denmark"
Fårup Kirke,56.5425134,9.8583245,"Fårup Kirke, Gammel Randersvej, 8990 Fårup, Denmark"
Gettrup Kirke,56.7214651,8.3558937,"Gettrup Kirke, Ydbyvej, 7760 Hurup, Denmark"
Gimsing Kirke,56.4756117,8.6061472,"Gimsing Kirke, Movstgårde, Hjermvej, 7600 Struer, Denmark"
Give Kirke,55.8447847,9.2405033,"Give Kirke, Enghavevej, 7323 Give, Denmark"
Grønholt Kirke,55.9457344,12.3851664,"Grønholt Kirke, Grønholtvej, 3480 Fredensborg, Denmark"
Gudumholm Kirke,56.9622165,10.1005285,"Gudumholm Kirke, Aagade, Gudumholm, Denmark"
Hals Kirke,56.9980178,10.3111958,"Hals Kirke, Sophie Hedvigs Vej, 9370 Hals, Denmark"
Hammelev Kirke,55.2445034,9.3888762,"Hammelev Kirke, Kirkestræde, Hammelev, Denmark"
Hammer Kirke,57.1509232,10.0119532,"Hammer Kirke, Hammerkilen, Aalborg Municipality, Denmark"
Hellebæk Kirke,56.0747546,12.5477259,"Hellebæk Kirke, Riffsvej, 3150 Hellebæk, Denmark"
Hellum Kirke,57.2615364,10.1609807,"Hellum Kirke, Kræmmergårdsvej, Brønderslev Municipality, Denmark"
"Helsingør, Sct. Mariæ Kirke",56.0370246,12.6126858,"Sankt Mariæ Kirke og Vor Frue Kloster, Hestemøllestræde, 3000 Helsingør, Denmark"
Hem Kirke,56.5943908,8.9592947,"Hem Kirke, Krarupvej, Hem, Denmark"
Herlev Kirke,55.7246576,12.4378555,"Herlev Kirke, Herlev Bygade, 2730 Herlev, Denmark"
"Herlev, Lindehøj Kirke",55.7338698,12.419936,"Lindehøj Kirke, Tvedvangen, 2730 Herlev, Denmark"
Hampen Kirke,56.0100168,9.354127,"Hampen Kirke, Kirkebakken, 7362 Hampen, Denmark"
Hillerslev Kirke,55.2088001,10.3448859,"Hillerslev Kirke, Kirkegyden, Faaborg-Midtfyn Municipality, Denmark"
"Hillerød, Frederiksborg Slotskirke",55.9350889,12.3007903,"Frederiksborg Slotskirke, Indre Slotsgård, 3400 Hillerød, Denmark"
"Hillerød, Frederiksborg Slotskirke",55.9350889,12.3007903,"Frederiksborg Slotskirke, Indre Slotsgård, 3400 Hillerød, Denmark"
Hjortlund Kirke,55.403899,8.803172,"Hjortlund Kirke, Hjortlundvej, Esbjerg Municipality, Denmark"
Holbæk Kirke,56.5526856,10.3003584,"Holbæk Kirke, Kastanievej, 8950 Ørsted, Denmark"
Holevad Kirke,55.3075727,9.9469812,"Holevad Kirke, Mygindvej, 5610 Assens, Denmark"
Houlbjerg Kirke,56.3473427,9.8760317,"Houlbjerg Kirke, Villungsvej, Houlbjerg, Denmark"
Husby Kirke,56.2820216,8.1761236,"Husby Kirke, Græmvej, 6990 Ulfborg, Denmark"
Hylleholt Kirke,55.2170131,12.1648579,"Hylleholt Kirke, Hovedgaden, 4654 Faxe, Denmark"
Høm Kirke,55.4111909,11.7803359,"Toftegård, Høm Kirke, Englerupvej, 4100 Ringsted, Denmark"
Hørning Kirke,56.0854607,10.0386711,"Hørning Kirke, Kirkevej, 8362 Hørning, Denmark"
Håsum Kirke,56.5794547,8.8472559,"Håsum Kirke, Klokkehøjen, 7860 Spøttrup, Denmark"
Dølby Kirke,56.607914,8.9833143,"Dølby Kirke, Rudemøllevej, Hem, Denmark"
Jelstrup Kirke,57.4269333,9.8178894,"Jelstrup Kirke, Jelstrupvej, Hundelev, Denmark"
Kirkeby Kirke,55.1137638,10.5288828,"Kirkeby Kirke, Kirkevej, 5771 Stenstrup, Denmark"
Kalvslund Kirke,55.3875225,8.8768692,"Kalvslund Kirke, Østervej, Esbjerg Municipality, Denmark"
Karise Kirke,55.305661,12.2093086,"Karise Kirke, Køgevej, 4653 Karise, Denmark"
Keldby Kirke,54.9910208,12.343986,"Keldby Kirke, Præstegårdsstræde, Vordingborg Municipality, Denmark"
Kindertofte Kirke,55.4322913,11.4711809,"Kindertofte Kirke, Ølsmosevej, Slagelse Municipality, Denmark"
Kirkerup Kirke,55.7217089,12.1591833,"Kirkerup Kirke, Roskilde, Region Zealand, Denmark"
"Kolding, Sct. Nicolai Kirke",NA,NA,NA
Kongens Lyngby Kirke,55.773475,12.5002735,"Lyngby Kirke, Lyngby Hovedgade, 2800 Kongens Lyngby, Denmark"
Løgstør Kirke,56.9676336,9.2563805,"Løgstør Kirke, Blindebomsgade, 9670 Løgstør, Denmark"
"Korsør, Sct. Povls Kirke",NA,NA,NA
Kragelund Kirke,56.1943528,9.4122416,"Kragelund Kirke, Kragelundvej, Kragelund, Denmark"
Krogsbølle Kirke,55.5746662,10.3709831,"Krogsbølle Kirke, Lillebro, 5450 Otterup, Denmark"
Kvissel Kirke,57.4707828,10.4094166,"Kvissel Kirke, Mejlingvej, Kvissel, Denmark"
"København, Filips Kirke",55.6555994,12.6177509,"Filips Kirke, Kastrupvej, 2300 København S, Denmark"
"København, Frederiks Kirke",55.6849742,12.5895519,"Marble Church, Frederiksgade, 1265 København K, Denmark"
"København, Frederiksberg Kirke",NA,NA,NA
"København, De Gamles Bys Kirke",55.694891,12.5581171,"De Gamles Bys Kirke, Edith Rodes Vej, 2200 København N, Denmark"
"København, Lindevang Kirke",NA,NA,NA
"København, Lundehus Kirke",55.717541,12.5558261,"Lundehus Kirke, Emdrup Vænge, 2900 Hellerup, Denmark"
"København, Sct. Andreas Kirke",NA,NA,NA
"København, Sct. Jakobs Kirke",NA,NA,NA
"København, Sct. Petri Kirke",NA,NA,NA
"København, Sct. Stefans Kirke",NA,NA,NA
"København, Sions Kirke",55.7113333,12.5781978,"Sions Kirke, Østerbrogade, 2100 København Ø, Denmark"
"København, Trinitatis Kirke",55.6815725,12.576134,"Trinity Church, Landemærket, 1125 Copenhagen, Denmark"
"København, Vestre Fængsels Kirke",55.661743,12.5370564,"Vestre Fængsels Kirke, Vigerslev Allé, 1765 København V, Denmark"
Lading Kirke,56.2213406,9.9762002,"Lading Kirke, Viborgvej, 8471 Sabro, Denmark"
Lemvig Valgmenighedskirke,56.5480546,8.3031329,"Lemvig Valgmenighedskirke, Kirkevej, 7620 Lemvig, Denmark"
"Viborg, Søndre Sogns Kirke",NA,NA,NA
Lundtofte Kirke,55.79398,12.5187248,"Lundtofte Kirke, Lundtofte Kirkevej, 2800 Kongens Lyngby, Denmark"
Lundum Kirke,55.9283099,9.7764338,"Lundum Kirke, Pontoppidansvej, 8752 Østbirk, Denmark"
Lydum Kirke,55.7956069,8.3611341,"Lydum Kirke, Lydumvej, Varde Municipality, Denmark"
Lyngby Kirke,55.773475,12.5002735,"Lyngby Kirke, Lyngby Hovedgade, 2800 Kongens Lyngby, Denmark"
Lynge Kirke,55.3996933,11.5646581,"Lynge Kirke, Lyngevej, 4180 Sorø, Denmark"
Lyngs Kirke,56.6748426,8.4534539,"Lyngs Kirke, Lyngs Kirkevej, Lyngs, Denmark"
Lynæs Kirke,55.9511106,11.8594382,"Lynæs Kirke, Kirkebakken, 3390 Hundested, Denmark"
Løgstør Frimenighedskirke,56.9675433,9.2498812,"Løgstør Frimenighedskirke, Fredensgade, 9670 Løgstør, Denmark"
Løgumkloster Kirke,55.0569946,8.9504227,"Løgumkloster Kirke, Refugievej, 6240 Løgumkloster, Denmark"
Løjtofte Kirke,54.8989821,11.1237743,"Købelev Kirke, Præstegårdsvej, 4912 Harpelunde, Denmark"
Gamtofte Kirke,55.2846052,9.9747248,"Gamtofte Kirke, Brahesborgvej, 5610 Assens, Denmark"
"Nakskov, Sct. Nicolai Kirke",NA,NA,NA
"Nakskov, Sct. Nicolai Kirke",NA,NA,NA
Nautrup Kirke,56.7461639,8.9080214,"Nautrup Kirke, Nautrupvej, Skive Municipality, Denmark"
Nibe Kirke,56.9831524,9.6380508,"Nibe Kirke, Grønnegade, 9240 Nibe, Denmark"
Nivå Kirke,55.9247273,12.4917518,"Nivå Kirke, Nivå Kirkevej, 2980 Kokkedal, Denmark"
Nollund Kirke,55.7900615,8.8678672,"Nollund Kirke, Nollundvej, 7200 Grindsted, Denmark"
Nykøbing Mors Kirke,56.7944518,8.8599425,"Nykøbing Mors Kirke, Kirketorvet, 7900 Nykøbing, Denmark"
Nysted Kirke,54.6648854,11.7324606,"Nysted Kirke, Adelgade, 4880 Nysted, Denmark"
Næsby Kirke,55.4184232,10.3532188,"Næsby Kirke, Lundsvænget, 5270 Odense N, Denmark"
"Næstved, Sct. Mortens Kirke",NA,NA,NA
Nørre Bjert Kirke,55.5141825,9.5327099,"Nørre Bjert Kirke, Nørre Bjertvej, Nørre Bjert, Denmark"
Nørre Sandager Kirke,55.5562609,10.1707441,"Nørre Sandager Kirke, Kirkemosevej, Nordfyn Municipality, Denmark"
Nørre Vedby Kirke,54.9073428,11.8342371,"Nørre Vedby Kirke, Nørre Vedby Kirkevej, 4840 Nørre, Denmark"
Nørre Åby Kirke,55.4575261,9.8894287,"Nørre Åby Kirke, Kagbanken, 5580 Nørre, Denmark"
Obbekær Kirke,55.3314951,8.8777988,"Obbekær Kirke, Gammel Landevej, Esbjerg Municipality, Denmark"
"Odense, Sct. Hans Kirke",55.3991114,10.387546,"Saint Hans Church, Sankt Hans Plads, 5000 Odense C, Denmark"
"Odense, Vor Frue Kirke",55.3977097,10.3955092,"Vor Frue Kirke, Frue Kirkestræde, 5000 Odense C, Denmark"
Ommel Kirke,54.8648599,10.4890736,"Ommel Kirke, Kirkevejen, 5960 Marstal, Denmark"
Osted Kirke,55.5670935,11.9663893,"Osted Kirke, Byvejen, 4320 Lejre, Denmark"
Oue Kirke,56.6943906,9.9720754,"Oue Kirke, Kirkesvinget, Oue, Denmark"
Ovsted Kirke,55.9721709,9.8557517,"Ovsted Kirke, Ousted Kirkevej, 8751 Gedved, Denmark"
Pederstrup Kirke,56.5462775,9.5241617,"Pederstrup Kirke, Løvelbrovej, Viborg Municipality, Denmark"
Randerup Kirke,55.0915391,8.7286853,"Randerup Kirke, Randerup, Tønder Municipality, Denmark"
"Ribe, Sct. Catharinæ Kirke",55.3271958,8.7649884,"Sct. Catharinæ kirke/kloster, Klostergade, 6760 Ribe, Denmark"
Rind Kirke,56.0908263,8.9583417,"Rind kirke, Herning Municipality, Central Denmark Region, Denmark"
Ringkøbing Kirke,56.0907445,8.2445908,"Ringkøbing Kirke, Kirkepladsen, 6950 Ringkøbing, Denmark"
Rise Kirke,54.8540289,10.3997103,"Rise Kirke, Kirkeballevej, 5970 Ærøskøbing, Denmark"
Ristinge Kirke,54.8237558,10.6358911,"Ristinge Kirke, Ristingevej, Langeland Municipality, Denmark"
"Roskilde, Himmelev Kirke",55.6613775,12.1045075,"Himmelev Kirke, Østre Kirkevej, 4000 Roskilde, Denmark"
"Rye, Sct. Sørens Kirke",NA,NA,NA
Råby Kirke,56.6056945,10.232848,"Råby Kirke, Toftevejen, 8970 Havndal, Denmark"
Sakskøbing Kirke,54.8002326,11.6350948,"Sakskøbing Kirke, Vestergade, 4990 Sakskøbing, Denmark"
Seem Kirke,55.3140436,8.8287786,"Seem Kirke, Seem Kirkevej, Esbjerg Municipality, Denmark"
Skuldelev Kirke,55.7848894,12.017568,"Skuldelev Kirke, Kirkevej, Skuldelev, Denmark"
Skælskør Kirke,55.2540274,11.2866381,"Sankt Nicolai Kirke, Gammelgade, 4230 Skælskør, Denmark"
Skæring Kirke,56.2340724,10.3044256,"Skæring Kirke, Skæring Hedevej, 8250 Egå, Denmark"
Skærup Kirke,55.6494241,9.5995299,"Skærup Kirke, Skærup Kirkevej, Skærup, Denmark"
Skørring Kirke,56.3635319,10.2769074,"Skørring Kirke, Jomfru Gundersvej, Skørring, Denmark"
Skårup Kirke,55.0937833,10.6870261,"Skårup Kirke, Skårup Kirkebakke, 5881 Skårup, Denmark"
"Slagelse, Sct. Mikkels Kirke",NA,NA,NA
Solbjerg Kirke,55.67996,12.5288495,"Solbjerg Kirke, Howitzvej, 1861 Frederiksberg C, Denmark"
Sorø Kirke,55.500584,11.6241896,"4296 Nyrup, Denmark"
Sorø Kirke,55.500584,11.6241896,"4296 Nyrup, Denmark"
Stenmagle Kirke,55.5534531,11.6228065,"Stenmagle Kirke, Sorøvej, 4296 Nyrup, Denmark"
Store Heddinge Kirke,55.312727,12.3916849,"Sankt Katharina Kirke, Erikstrupvej, 4660 Store, Denmark"
Store Heddinge Kirke,55.312727,12.3916849,"Sankt Katharina Kirke, Erikstrupvej, 4660 Store, Denmark"
Stouby Kirke,55.7210161,9.7859169,"Stouby Kirke, Stouby Kirkevej, 7140 Stouby, Denmark"
Strandby Kirke,57.4955224,10.494773,"Strandby Kirke, Strandvej, 9970 Strandby, Denmark"
Stubbekøbing Kirke,54.8901311,12.04406,"Stubbekøbing Church, Grønnegade, 4850 Stubbekøbing, Denmark"
Sønder Alslev Kirke,54.7623661,12.0027557,"Sønder Alslev Kirke, Kirkestræde, 4872 Idestrup, Denmark"
Sønderholm Kirke,57.0016056,9.7441234,"Sønderholm Kirke, Nibevej, Sønderholm, Denmark"
Søndersø Kirke,55.4867162,10.2471809,"Søndersø Kirke, Kirkevænget, 5471 Søndersø, Denmark"
Sørig Kirke,57.5663907,10.2835226,"Sørig Kirke, Tuenvej, Hjørring Municipality, Denmark"
Teestrup Kirke,55.3301022,11.8842505,"Teestrup Kirke, Teestrup Bygade, Teestrup, Denmark"
Tolstrup Kirke,57.3026954,9.9073118,"Tolstrup Kirke, Tolstrupvej, 9700 Brønderslev, Denmark"
Tommerup Kirke,55.3213628,10.2132326,"Tommerup Kirke, Møllebakken, 5690 Tommerup, Denmark"
Torup Kirke,55.9833347,11.9401484,"Torup Kirke, Torupvejen, 3370 Melby, Denmark"
Tranebjerg Kirke,55.834649400000004,10.5867393,"Tranebjerg Kirke, Tingvej, 8305 Samsø, Denmark"
Tunø Kirke,55.9494971,10.4438448,"Tunø Kirke, Tunø Hovedgade, 8799 Tunø, Denmark"
Tyvelse Kirke,55.3828977,11.6940044,"Tyvelse Kirke, Tyvelse Bygade, 4171 Glumsø, Denmark"
Tørring Kirke,55.8582245,9.4827649,"Tørring Kirke, Degnevej, 7160 Tørring, Denmark"
Tørring Kirke,55.8582245,9.4827649,"Tørring Kirke, Degnevej, 7160 Tørring, Denmark"
Tåstrup Nykirke,55.6544987,12.3038616,"Tåstrup Nykirke Kirkegård, Klovtofte, Taastrup, Denmark"
Ulstrup Kirke,56.8353965,9.4222454,"Ulstrup Kirke, Kirkevej, Hornum, Denmark"
Ulstrup Kirke,56.8353965,9.4222454,"Ulstrup Kirke, Kirkevej, Hornum, Denmark"
Varde Kirke,55.6202806,8.4793717,"Sankt Jacobi Kirke, Kirkepladsen, 6800 Varde, Denmark"
Varde Kirke,55.6202806,8.4793717,"Sankt Jacobi Kirke, Kirkepladsen, 6800 Varde, Denmark"
Vedslet Kirke,55.9686557,10.0049644,"Vedslet Kirke, Assendrup, Central Denmark Region, Denmark"
Veggerby Kirke,56.8921653,9.658907,"Veggerby Kirke, Kirketerpvej, 9541 Suldrup, Denmark"
Vejlby Kirke,56.1951459,10.2118118,"Vejlby Kirke, Filosofgangen, 8240 Risskov, Denmark"
Vejrum Kirke,56.4426664,9.5567569,"Vejrum Kirke, Vejrumbro, Central Denmark Region, Denmark"
Vejrum Kirke,56.4426664,9.5567569,"Vejrum Kirke, Vejrumbro, Central Denmark Region, Denmark"
Velling Kirke,56.0515908,8.3106546,"Velling Kirke, Velling Kirkeby, Velling, Denmark"
Vester Nykirke,55.5109494,8.6955905,"Vester Nykirke, Nykirkevej, 6740 Bramming, Denmark"
Vester Vedsted Kirke,55.2911537,8.6742986,"Vester Vedsted Kirke, Sønder Kirkevej, Vester Vedsted, Denmark"
Vester Åby Kirke,55.08488,10.3822373,"Vester Åby Kirke, Præstegårdsvej, Vester Åby, Denmark"
Vesterborg Kirke,54.8612754,11.2704019,"Vesterborg Kirke, Rosningevej, 4953 Vesterborg, Denmark"
Vestervig Kirke,56.7731612,8.31728,"Vestervig Kirke, Klostergade, 7770 Vestervig, Denmark"
Vind Kirke,56.2621105,8.5452647,"Vind Kirke, Råstedvej, Vind, Denmark"
Virring Kirke,56.4346119,10.2464326,"Virring Kirke, Kirketoften, Randers Municipality, Denmark"
Viskinge Kirke,55.6618043,11.2700651,"Viskinge Kirke, Kirkebakken, 4470 Svebølle, Denmark"
Voldby Kirke,56.2365153,9.8832469,"Voldby Kirke, Gammel Hammelvej, 8450 Hammel, Denmark"
Vonsild Kirke,55.4564115,9.4774114,"Vonsild Kirke, Vonsild Stationsvej, 6000 Kolding, Denmark"
Vrinners Kirke,56.2466915,10.4941954,"Vrinners Kirke, Vrinners Bygade, Vrinners, Denmark"
Vrå Valgmenighedskirke,57.3558129,9.9370852,"Vrå Valgmenighedskirke, Vestergade, 9760 Vrå, Denmark"
Vær Kirke,55.8871451,9.9148069,"Vær Kirke, Meldrupvej, Horsens, Denmark"
Yding Kirke,55.9996501,9.7713856,"Yding Kirke, Skovhøjvej, 8752 Østbirk, Denmark"
Ærøskøbing Kirke,54.8879328,10.4122481,"Ærøskøbing Kirke, Kirkestræde, 5970 Ærøskøbing, Denmark"
Øland Kirke,57.0631848,9.5735926,"Oxholm Kirke, Vestre Skovvej, Østerby, Denmark"
Ørnhøj Kirke,56.2015442,8.5592067,"Ørnhøj Kirke, Hovedgaden, 6973 Ørnhøj, Denmark"
Ørslevkloster Kirke,56.597761,9.2174437,"Ørslevkloster Kirke, Ørslevklostervej, 7840 Højslev, Denmark"
Øster Skerninge Kirke,55.0683971,10.4743844,"Øster Skerninge Kirke, Åkildevej, 5762 Vester, Denmark"
Øster Tørslev Kirke,56.5787904,10.1909064,"Øster Tørslev Kirke, Kirkestien, Øster Tørslev, Denmark"
Ågerup Kirke,55.6632811,11.7632827,"Ågerup Kirke, Ågerupvej, 4390 Vipperød, Denmark"
"Aalborg, Vor Frue Kirke",57.0463634,9.9239599,"Church of Our Lady, Aalborg, Vor Frue Plads, 9000 Aalborg, Denmark"
Ålbæk Kirke,57.5937671,10.4024639,"Ålbæk Kirke, Gårdbovej, 9982 Ålbæk, Denmark"
Ålestrup Kirke,56.6926974,9.4994086,"Ålestrup Kirke, Kirkevej, 9620 Aalestrup, Denmark"
Årby Kirke,55.6478692,11.1383166,"Aarby Kirke, Årbygade, Årby, Denmark"
"Aarhus, Åbyhøj Kirke",56.1550938,10.1573722,"Åbyhøj Kirke, Silkeborgvej, 8230 Åbyhøj, Denmark"
"København, Vor Frelsers Kirke",55.6729079,12.5942519,"Church of Our Saviour, Copenhagen, Dronningensgade, 1416 København K, Denmark"
"København, Vor Frue Kirke",55.6793766,12.5727267,"Church of Our Lady, Dyrkøb, 1166 Copenhagen, Denmark"
Køge Kirke,55.45824,12.1830841,"Sankt Nicolai Kirke, Nørregade, 4600 Køge, Denmark"
Langøre Kirke,NA,NA,NA
Linnerup Kirke,55.8946308,9.4959856,"Linnerup Kirke, Linnerupvej, 8765 Klovborg, Denmark"
Lunde Kirke,55.7615553,8.3684011,"Lunde Kirke, Gammel Lundevej, 6855 Outrup, Denmark"
Lyng Kirke,55.5296948,9.7299213,"Lyng Kirke, Kystvejen, 5500 Middelfart, Denmark"
Lyngby Kirke,55.773475,12.5002735,"Lyngby Kirke, Lyngby Hovedgade, 2800 Kongens Lyngby, Denmark"
Lystrup Kirke,56.2354472,10.2341364,"Lystrup Kirke, Lystrup Centervej, 8520 Lystrup, Denmark"
Læborg Kirke,55.5228585,9.1147128,"Læborg Kirke, Læborgvej, 6600 Vejen, Denmark"
Løkken Kirke,57.3734826,9.7137527,"Løkken Kirke, Præstevangen, 9480 Løkken, Denmark"
Lønborg kirke,55.9053445,8.4430583,"Lønborg Kirke, Bakkevej, Lønborg, Denmark"
Maglebrænde Kirke,54.8613991,12.0179931,"Maglebrænde Kirke, Byvej, 4850 Stubbekøbing, Denmark"
Magleby Kirke,54.9842912,12.484253,"Magleby Kirke, Klintevej, 4791 Borre, Denmark"
Malle Kirke,56.9169016,9.2369177,"Malle Kirke, Malle Kirkevej, 9670 Løgstør, Denmark"
Malt Kirke,55.4700038,9.0692945,"Malt Kirke, Maltvej, Vejen Municipality, Denmark"
Maribo Domkirke,54.7726089,11.4997528,"Maribo Cathedral, Klostergade, 4930 Maribo, Denmark"
Marstal Kirke,54.8549571,10.516954,"Marstal Kirke, Kongensgade, 5960 Marstal, Denmark"
Middelfart Kirke,55.5066916,9.7280658,"Sankt Nicolai Kirke, Algade, 5500 Middelfart, Denmark"
Moltrup Kirke,55.2824353,9.4515292,"Moltrup Kirke, Møllesvinget, Haderslev Municipality, Denmark"
Mosbjerg Kirke,57.5009539,10.2623165,"Mosbjerg Kirke, Pletvej, 9870 Sindal, Denmark"
Mosede Kirke,55.5777315,12.2748614,"Mosede Kirke, Mosede Parkvej, 2690 Karlslunde, Denmark"
Møgeltønder Kirke,54.9402658,8.803992,"Møgeltønder Kirke, Sønderbyvej, Møgeltønder, Denmark"
Mørkøv Kirke,55.6658343,11.5209984,"Mørkøv Kirke, Mørkøv Kirkeby, 4440 Mørkøv, Denmark"
Nebsager Kirke,55.7550443,9.86458,"Nebsager Kirke, Nebsager Kirkevej, 8783 Hornsyld, Denmark"
Nustrup Kirke,55.2744989,9.1716173,"Nustrup Kirke, Kirkepladsen, Nustrup, Denmark"
"Nyborg, Vor Frue Kirke",55.3115006,10.7930092,"Vor Frue Kirke, Korsbrødregade, 5800 Nyborg, Denmark"
Nybøl Kirke,54.9203384,9.681296,"Nybøl Kirke, Skolevænget, 6310 Broager, Denmark"
"Nyker, Nykirke",55.1395809,14.7692882,"Nykirke Kirkegård, Ellebyvej, Nyker, Denmark"
Nykøbing Falster Kirke,54.7800608,11.8708682,"Nordre Kirke, Hammerlodden, 4800 Nykøbing, Denmark"
Nykøbing Sjælland Kirke,55.9249356,11.6711341,"Nykøbing Sjælland Kirke, Nørregade, 4500 Nykøbing, Denmark"
"Nykøbing Sjælland, Psykiatrihospitalets Kirke",NA,NA,NA
Nørre Nærå Kirke,55.5732936,10.2835446,"Nørre Næraa Kirke, Kirkegyden, Nordfyn Municipality, Denmark"
Røgen Kirke,56.2078111,9.8085325,"Røgen Kirke, Toustrupvej, 8472 Sporup, Denmark"
Nørre Tranders Kirke,57.0327612,9.982066,"Nørre Tranders Kirke, Lemvigvej, 9220 Aalborg Øst, Denmark"
Odder Kirke,55.9730022,10.1524304,"Odder Kirke, Kirkesti, 8300 Odder, Denmark"
Odder Valgmenighedskirke,55.9741065,10.1591714,"Odder Valgmenighedskirke, Rørthvej, 8300 Odder, Denmark"
"Odense, Sct. Hans Kirke",55.3991114,10.387546,"Saint Hans Church, Sankt Hans Plads, 5000 Odense C, Denmark"
"Odense, Sct. Knuds Kirke",NA,NA,NA
"Odense, Vor Frue Kirke",55.3977097,10.3955092,"Vor Frue Kirke, Frue Kirkestræde, 5000 Odense C, Denmark"
"Olsker, Sct. Ols Kirke",NA,NA,NA
Pedersborg Kirke,55.451594,11.5559455,"Pedersborg Kirke, Kirkevænget, 4180 Sorø, Denmark"
"Randers, Enghøj Kirke",56.4867935,10.0002286,"Enghøj Kirke, Løven, 8920 Randers NV, Denmark"
Ravnkilde kirke,56.7549014,9.7559642,"Ravnkilde Kirke, Bygaden, Ravnkilde, Denmark"
Ribe Domkirke,55.3280665,8.7614727,"Ribe Cathedral, Torvet, 6760 Ribe, Denmark"
"Ringsted, Sct. Bendts Kirke",55.4454181,11.7870078,"Sct. Bendts church, Sanct Bendts Gade, 4100 Ringsted, Denmark"
Rise Kirke,54.8540289,10.3997103,"Rise Kirke, Kirkeballevej, 5970 Ærøskøbing, Denmark"
Roskilde Klosterkirke,55.6416354,12.0867139,"Roskilde Klosterkirke, Klosterstien, 4000 Roskilde, Denmark"
Rousthøje Kirke,55.5766286,8.5903582,"Rousthøje Kirke, Kirkevejen, Varde Municipality, Denmark"
Rye Kirke,55.6739662,11.8747177,"Rye Kirke, Ejbyvej, 4060 Kirke, Denmark"
Rødbyhavn Kirke,54.6666097,11.3617766,"Rødbyhavn Kirke, Havnegade, 4970 Rødby, Denmark"
Rødhus Kirke,57.206765,9.5459195,"Rødhus Kirke, Rødhus Kirkevej, Jammerbugt Municipality, Denmark"
Rørup Kirke,55.4133159,10.026222,"Rørup Kirke, Gelstedvej, 5560 Aarup, Denmark"
Rørvig Kirke,55.9479083,11.7341643,"Rørvig Kirke, Kirkestien, 4581 Rørvig, Denmark"
Saltum Kirke,57.281998,9.6954969,"Saltum Kirke, Saltum Strandvej, 9493 Saltum, Denmark"
