constructionyear;locality;organbuilder;architect;stopsnumber;manualsnumber;pedals
1949;Vigsnæs Kirke ;Th. Frobenius & Co;;5;1;(Intet Pedal)
1916;Vilsted Kirke ;A.C. Zachariasen;;4;1;(Intet Pedal)
1962;Vindelev Kirke ;Th. Frobenius & Co;Axel Skov [medd. 2014, se noter];6;1;Pedal
1959;Vinderup Kirke ;Marcussen & Søn;> K. Hansen-Møller [Danmarks Kirker].;16;2;Pedal
1963;Vinderød Kirke ;Th. Frobenius & Co;;10;2;Pedal
1985;Vinkel Kirke ;Bruno Christensen & Sønner;;8;1;Pedal
1911;Vitten Kirke ;A.C. Zachariasen;;4;1;(Intet Pedal)
1968;Vium Kirke ;Bruno Christensen;;6;1;Pedal
1954;Vorslunde Kirke ;Th. Frobenius & Co;;4;1;(Intet Pedal)
1968;Vorupør Kirke ;Th. Frobenius & Sønner;;6;1;(Intet Pedal)
1965;Vridsted Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;5;1;(Intet Pedal)
1960;Vrigsted Kirke ;Th. Frobenius & Co;Ebbe C. Norn [Se noter].;4;1;(Intet Pedal)
1961;Væggerskilde Kirke ;Th. Frobenius & Co;;4;1;(Intet Pedal)
1967;Værslev Kirke ;Th. Frobenius & Co;;4;1;(Intet Pedal)
1954;Vålse Kirke ;Th. Frobenius & Co;;5;1;(Intet Pedal)
1949;Ødis Kirke ;Marcussen & Søn;;12;2;Pedal
1972;Ølby Kirke ;Th. Frobenius & Co;> Poul Hansen & Ib Lydholm [se noter].;7;1;Pedal
1970;Ølsted Kirke ;Th. Frobenius & Sønner;;7;1;Pedal
1955;Ørby Kirke ;Wilhelm Hemmersam;;6;1;Anhangspedal
1947;Ørding Kirke ;Th. Frobenius & Co;Knud Fuusgaard (2009). [Orglet 2010,1].;7;1;Pedal
1966;Ørslev Kirke ;Th. Frobenius & Co;;6;1;Pedal
1930;Ørslev Kirke ;I. Starup & Søn;;9;1;Pedal
1946;Ørslev Kirke ;Frederiksborg Orgelbyggeri;;6;1;(Intet Pedal)
1970;Ørsted Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;19;2;Pedal
1969;Ørting Kirke ;Marcussen & Søn;;6;1;Pedal
1968;Ørum Kirke ;Th. Frobenius & Sønner;"Typeorgel ""Ishøj"".";4;1;(Intet Pedal)
1967;Øse Kirke ;Th. Frobenius & Sønner;;10;2;Pedal
1948;Øsløs Kirke ;Frederiksborg Orgelbyggeri;;7;1;Pedal
1975;Øster Bjerregrav Kirke ;Jensen & Thomsen;;8;1;Pedal
1967;Østermarie Kirke ;Marcussen & Søn;;22;2;Pedal
1967;Østofte Kirke ;Th. Frobenius & Sønner;;6;1;Pedal
1963;Aarhus, Hasle Kirke ;Th. Frobenius & Co;;8;2;Pedal
1961;Årre Kirke ;Jydsk Orgelbyggeri;;5;1;Pedal
1968;Årup Kirke ;Marcussen & Søn;;10;2;Pedal
1949;Årø Kirke ;Marcussen & Søn;;6;1;(Intet Pedal)
1918;Brovst Baptistkirke ;Horsens Orgelbyggeri Ved M. Sørensen;;6;1;(Intet Pedal)
1966;Dalum Klosterkirke ;Marcussen & Søn;;6;1;Pedal
1917;Frederikshavn Baptistkirke ;Horsens Orgelbyggeri Ved M. Sørensen;;4;1;(Intet Pedal)
1948;Hellerup, Sct. Therese Kirke ;Frederiksborg Orgelbyggeri;;13;2;Pedal
1930 (?);Hirtshals, Den svenske Sømandskirke ;John Grönvall;;7;1;Pedal
1965;Hvidovre, Sct. Nicolaj Kirke ;Th. Frobenius & Co;;6;1;Pedal
1905;Ingstrup Baptistkirke ;Anonym Mester;;10;1;Pedal
1966;Højerup Kirke ;Carsten Lund;;7;1;Pedal
1960 (?);Maribo, Sct. Birgittes Kirke ;Jydsk Orgelbyggeri;;6;1;Pedal
1944;Næstved, Vor Frue Kirke ;I. Starup & Søn;;8;2;Pedal
1967;Nørresundby Baptistkirke ;Jydsk Orgelbyggeri;;5;1;Pedal
1946;Pandrup Baptistkirke ;A.C. Zachariasen;;9;2;Pedal
1919;Saltum Baptistkirke ;A.C. Zachariasen;;4;1;(Intet Pedal)
1960 (?);Slagelse, Vor Frue Kirke ;Anonym Mester;;4;1;Anhangspedal
2004;Sædder Kirke ;P.G. Andersen & Bruhn;Kjeld Wohlert. Bemaling: Flemming Jensen [Dagbladet Køge 31-12-2004].;12;2;Pedal
1964;Reersø Kirke ;Carsten Lund;;7;1;Anhangspedal
2002;Korup Kirke ;Gunnar Fabricius Husted;Orgelbygeriet. [Iflg. meddelelse fra orgelbyggeriet 2003. Se noter].;15;2;Pedal
1960;Aabenraa, Sct. Ansgars Kirke ;Marcussen & Søn;;8;1;Pedal
1903 (?);Aalborg, Katolsk-apostolisk Kirke ;Frederik Nielsen;;3;1;(Intet Pedal)
2004;Nørre Herlev Kirke ;Troels Krohns Orgelbyggeri;Lundqvists tegnestue i samarbejde med Troels Krohn. [Iflg. annonce i Orglet 2004,2, s. 45].;14;2;Pedal
1948;Vesterø Kirke ;Th. Frobenius & Co;;7;1;Pedal
2005;Vodder Kirke ;Anders Havgaard Rasmussen;Orgelbyggeren [iflg. Orglet 2006,1].;9;2;Pedal
2005;Storvorde Kirke ;Marcussen & Søn;Arkitektfirma Brøgger.;14;2;Pedal
2004;Tune Kirke ;P.G. Andersen & Bruhn;;20;2;Pedal
1973;Hillerød, Grønnevang Kirke ;Poul-Gerhard Andersen's Orgelbyggeri;;23;2;Pedal
1969;Nærum Kirke ;Marcussen & Søn;;5;1;(Intet Pedal)
2005;Næstved, Holsted Kirke ;P.G. Andersen & Bruhn;Facade P.G. Andersen & Bruhn;25;2;Pedal
2005;Skyum Kirke ;Marcussen & Søn;Ib Lydholm [Thisted Dagblad 02-09-2005];11;2;Pedal
2005;Odense Valgmenighedskirke ;Th. Frobenius & Sønner;Vilhelmsen, Marxen og Bech-Jensen;13;2;Pedal
2005;Lumby Kirke ;Marcussen & Søn;> Havsteen-Mikkelsens Tegnestue [iflg. annonce i Menighedsrådenes Blad 2005,9].;23;2;Pedal
2006;Volstrup kirke ;Bruno Christensen & Sønner;Øjvind Jørgensen [Sæby Folkeblad 25-01-2006].;14;2;Pedal
2006;Herning, Gullestrup Kirke ;Carsten Lund;Anders Bové;25;2;Pedal
2005;Herstedvester Kirke ;P.G. Andersen & Bruhn;;19;2;Pedal
2005;Hårslev Kirke ;Th. Frobenius & Sønner;;14;2;Pedal
2007;Fakse Kirke ;Marcussen & Søn;Harald Lønborg-Jensen (1944). Peter Bering (2007).;22;2;Pedal
1977;Grurup Kirke ;P. Bruhn & Søn;;5;1;Pedal
2006;Bjæverskov Kirke ;Jensen & Thomsen;;24;2;Pedal
2006;Aabenraa, Høje Kolstrup Kirke ;Marcussen & Søn;Per Wohlert [Orglet 2007,1].;20;2;Pedal
2007;København, Enghave Kirke;Francesco Zanin;;3;1;(Intet Pedal)
2005;Romdrup Kirke ;Gunnar Fabricius Husted;Per Seeberg & Erik Sørensen [meddelt af orgelbyggeren 2017].;12;2;Pedal
2006;Hillerød Kirke ;Marcussen & Søn;Varmings Tegnestue ved Mette Skovbjerg [iflg. orgelbyggeriets website].;21;2;Pedal
2005;Trige Kirke ;Bruno Christensen & Sønner;;14;2;Pedal
2006;Rye Kirke ;P.G. Andersen & Bruhn;;16;2;Pedal
1999;Fredericia, Trinitatis Kirke;P.G. Andersen & Bruhn;;5;1;Pedal
1977;Gårslev Kirke ;Bruno Christensen & Sønner;;13;2;Pedal
2006;Sønder Nissum Kirke ;Bruno Christensen & Sønner;;10;2;Pedal
2006;Jegerup Kirke ;Marcussen & Søn;Hans Lund;11;2;Pedal
2006;Hvidovre, Risbjerg Kirke ;P.G. Andersen & Bruhn;Tyge Arnfred;22;2;Pedal
2006;Hadbjerg Kirke ;Bruno Christensen & Sønner;> Gert Madsen.;10;2;Pedal
2006;Sønderho Kirke ;Bruno Christensen & Sønner;Lehn Petersens Tegnestue;16;2;Pedal
1977;Aabenraa, Sct. Nicolai Kirke;P. Bruhn & Søn;;4;1;(Intet Pedal)
2006;Bregnet Kirke ;P.G. Andersen & Bruhn;Ebbe Marxen [iflg. Menighedsrådenes Blad 2007,1];19;2;Pedal
2007;Hirtshals Kirke ;P.G. Andersen & Bruhn;Vilhelmsen, Marxen & Bech-Jensen.;22;2;Pedal
2007;Mesinge Kirke ;P.G. Andersen & Bruhn;> Orgelbyggeriet;16;2;Pedal
2007;Rødby Kirke ;Marcussen & Søn;Lehn-Petersens Tegnestue. [Iflg. medd. fra orgelbyggeriet].;18;2;Pedal
2007;Skelund Kirke ;Th. Frobenius & Sønner;;11;2;Pedal
2008;Sengeløse Kirke ;Gunnar Fabricius Husted;Gert Ingemann [iflg. medd. fra orgelbyggeriet].;18;2;Pedal
2007;Uhre Kirke ;Anders Havgaard Rasmussen;Anders Havgaard Rasmussen;10;2;Pedal
2007;Hatting Kirke ;P.G. Andersen & Bruhn;;13;2;Pedal
2007;Hammer Kirke ;Carsten Lund;Peter Bering i samarbejde med orgelbyggeriet.;12;2;Pedal
2007;Frederikshavn, Bangsbostrand Kirke ;Marcussen & Søn;> Øjvind Jørgensen;21;2;Pedal
1999;Asdal Kirke ;Bruno Christensen & Sønner;;11;2;Pedal
1850 (?);Sakskøbing Kirke;Frederik Hoffmann Ramus;;4;1;(Intet Pedal)
1886;Frørup Kirke ;Marcussen & Søn;;8;1;Anhangspedal
1965;Ryslinge Kirke ;Th. Frobenius & Co;;11;2;Pedal
2007;København, Nathanaels Kirke;Jensen & Thomsen;Cubus arkitektfirma;23;2;Pedal
2007;Hvornum Kirke ;Bruno Christensen & Sønner;Orgelbyggeriet.;13;2;Pedal
2002;Helsingør, Sct. Olai Kirke;Gerrit & Henk Klop;;5;1;(Intet Pedal)
2008;Ørum Kirke ;P.G. Andersen & Bruhn;;12;2;Pedal
2006;Aarhus, Sct. Pauls Kirke;Marcussen & Søn;;4;1;(Intet Pedal)
2007;København, Grundtvigs Kirke;Henk Klop;;4;1;(Intet Pedal)
2008;Ørsted Kirke ;Marcussen & Søn;;15;2;Pedal
2007;Fangel Kirke ;Marcussen & Søn;Ebbe Lehn Petersen.;14;2;Pedal
2008;Jetsmark Kirke ;Th. Frobenius & Co;Øjvind Jørgensen [Orglet 2009,1, s. 44].;21;2;Pedal
2008;Lerup Kirke ;P.G. Andersen & Bruhn;;9;2;Pedal
2010;Vindblæs Kirke ;Th. Frobenius & Sønner;Brøggers Tegnestue [Orglet 2011,1].;14;2;Pedal
2008;Handbjerg Kirke ;Th. Frobenius & Sønner;Gert Madsen [Orglet 2009,1].;11;2;Pedal
2010;Roskilde, Ny Vor Frue Kirke ;P.G. Andersen & Bruhn;;13;2;Pedal
2008;Durup Kirke ;Bruno Christensen & Sønner;Asger Thomsen (fa. Poulsen & Partnere). Iflg. Orglet 2009,1.;15;2;Pedal
1959;Givskud Kirke ;Jydsk Orgelbyggeri;;6;1;Pedal
2009;Ishøj, Vejleå Kirke ;Marcussen & Søn;Wohlert Arkitekter v/ Thorben Smidt. Udsmykning: Peter Brandes. [Se noter].;40;3;Pedal
2009;Annisse Kirke ;Gunnar Fabricius Husted;Lundgren. [Orglet 2010,1].;13;2;Pedal
2009;Jørlunde Kirke ;Th. Frobenius & Sønner;Inger og Johannes Exner [Orglet 2010,1].;19;2;Pedal
2008;Vedersø Kirke ;Bruno Christensen & Sønner;;10;2;Pedal
2008;København, Trinitatis Kirke;P.G. Andersen & Bruhn;> Træskærerarbejder tegnet og udført af Jacob Friis [Orglet 2009,1, s. 45].;4;1;(Intet Pedal)
2019;Ringkøbing Kirke;Mads Kjersgaard;;13;2;(Intet Pedal)
2008;Sønder Vium Kirke ;P.G. Andersen & Bruhn;;13;2;Pedal
2008;Hurup Kirke ;Marcussen & Søn;Gert Madsen [Orglet 2009,1, s. 47].;13;2;Pedal
2008;Åsted Kirke ;Th. Frobenius & Sønner;> Øjvind Jørgensen [Orglet 2009,1, s. 49].;16;2;Pedal
2009;Nykøbing Falster, Nordre Kirke ;P.G. Andersen & Bruhn;Peter Bering. [Orglet 2010,1].;9;2;Pedal
2010;Søllerød Kirke ;Th. Frobenius & Sønner;;25;3;Pedal
2010;Mariager Kirke ;Bernard Aubertin;Bernard Aubertin.;46;3;Pedal
2009;Harridslev Kirke ;Carsten Lund;Ebbe Marxen;11;2;Pedal
2009;Hørning Kirke ;P.G. Andersen & Bruhn;Vilhelmsen, Marxen og Bech-Jensen. [Iflg. Orglet 2010,1].;19;2;Pedal
2009;Stenløse Kirke ;Marcussen & Søn;Orgelbyggeriet [Se noter].;14;2;Pedal
2009;Vemb Kirke ;Bruno Christensen & Sønner;Knud Fuusgaard i samarbejde med orgelbyggeriet. [Orglet 2010,1].;6;1;Pedal
2009;Aarhus, Vejlby Kirke ;Carsten Lund;Ebbe Marxen. [Orglet 2010,1];16;2;Pedal
2012;Gødvad, Dybkær Kirke ;Carsten Lund;Anders Bové [Orglet 2013,1].;24;3;Pedal
2013;Vallensbæk, Helligtrekongers Kirke ;P.G. Andersen & Bruhn;Erik Møller Arkitekter [Orglet 2014,1]. ;33;3;Pedal
2010;Herstedøster Kirke ;Carsten Lund;Johan Fogh [Orglet 2011,1].;17;2;Pedal
2010;Hansted Kirke ;Marcussen & Søn;;13;2;Pedal
2011;Husby Kirke ;Gunnar Fabricius Husted;Gunnar Fabricius Husted. [Orglet 2012,1].;13;2;Pedal
2004;Assens Kirke;Henk Klop;;4;1;(Intet Pedal)
2011;Lillerød Kirke ;Marcussen & Søn;Facade: Anne Nebel arkitekt m.a.a., Nebel & Olesen Arkitekter. [Orglet 2012,1]. ;22;3;Pedal
2011;Magleby Kirke ;Carsten Lund;> Søren Larsen. [Orglet 2012,1]. Carsten Lund. [Dagbladet Køge 18-06-2011].;10;2;Pedal
1977;Viborg Domkirke;Fyns Orgelbyggeri;;4;1;(Intet Pedal)
2010;Karrebæk Kirke ;P.G. Andersen & Bruhn;Arkitektfirmaet Arp & Nielsen;11;2;Pedal
2010;Aalborg Klosterkirke ;Th. Frobenius & Sønner;> Ole Knudsen )2010) [Orglet 2011,1].;16;2;Pedal
2012;Farum Kirke ;P.G. Andersen & Bruhn;Havsteen-Mikkelsens tegnestue. [Orglet 2013,1].;25;2;Pedal
2013;Nørre Snede Kirke ;Th. Frobenius & Sønner;Th. Frobenius & Sønner [Se noter];16;2;Pedal
2013;Torsted, Østerhåb Kirke ;Lewtak Pipe Organ Builders;Mogens Svenning (fa. Birch & Svenning A/S) [Danmarks Kirker].,;26;2;Pedal
1980 (?);Svendborg, Vor Frue Kirke;I. Starup & Søn;;4;1;Anhangspedal
2012;Nørre Vium Kirke ;Bruno Christensen & Sønner;;6;1;Pedal
1971;Silkeborg, Sejs-Svejbæk Kirke;Th. Frobenius & Sønner;;4;1;(Intet Pedal)
2011;Lem, Lem Sydsogns Kirke ;Marcussen & Søn;;13;2;Pedal
2011;Kværndrup Kirke ;P.G. Andersen & Bruhn;;18;2;Pedal
1997;Fredensborg Slotskirke ;Henk Klop;;4;1;(Intet Pedal)
1967;Hillerød, Frederiksborg Slotskirke;Jensen & Thomsen;;5;1;(Intet Pedal)
2011;Tvilum Kirke ;Th. Frobenius & Sønner;;15;2;Pedal
2012;Ølsted Kirke ;Th. Frobenius & Sønner;;8;2;Pedal
2012;Karlstrup Kirke ;Anders Havgaard Rasmussen;Anders Havgaard Rasmussen [Orglet 2013,1]. ;13;2;Pedal
2012;Assens Kirke ;Th. Frobenius & Sønner;Brøggers Tegnestue [Orglet 2013,1];14;2;Pedal
2012;Hinge Kirke ;Marcussen & Søn;Marcussen & Søn [Orglet 2013,1].;13;2;Pedal
2012;Beder Kirke ;Marcussen & Søn;Peter Bech-Jensen. VMB Arkitekter. [Orglet 2013,1].;15;2;Pedal
2006;Rødovre, Hendriksholm Kirke;Henk Klop;;6;1;(Intet Pedal)
2011;Skrydstrup Kirke ;P.G. Andersen & Bruhn;Hans Lund, Rødding. [Orglet 2012,1].;12;2;Pedal
2012;Assing Kirke ;P.G. Andersen & Bruhn;> Vilhelmsen, Marxen & Bech-Jensen [Orglet 2013,1].;17;2;Pedal
1965;Grønning Kirke ;Th. Frobenius & Co;;4;1;(Intet Pedal)
2014;Sunds Kirke ;P.G. Andersen & Bruhn;Vilhelmsen, Marxen & Bech-Jensen [Orglet 2015,1];25;2;Pedal
2013;Odden Kirke ;Th. Frobenius & Co;Carsten Lund [Orglet 2014,1];12;2;Pedal
2013;Låsby kirke ;P.G. Andersen & Bruhn;Orgelbyggeriet [Orglet 2014,1].;16;2;Pedal
2013;Nølev kirke ;Bruno Christensen & Sønner;Peter Christensen [medd. fra orgelb. 2013];6;1;Pedal
2013;Tarm Kirke ;Th. Frobenius & Sønner;;19;3;Pedal
2013;Kattrup Kirke ;Bruno Christensen & Sønner;Orgelbyggeriet / Peter Christensen [Orglet 2014,1].;9;2;Pedal
2015;Hellerup, Helleruplund Kirke ;Carsten Lund;> Carsten Lund;43;3;Pedal
2013;Skejby Kirke ;Gunnar Fabricius Husted;Anders Bové, Regnbuen Arkitekter [Orglet 2014,1];10;2;Pedal
2013;Maribo Domkirke;Carsten Lund;Carsten Lund [Orglet 2014,1];16;2;Pedal
2016;Næstved, Sct. Peders Kirke;Gerhard Grenzing;;17;2;Pedal
1982;Gunderslev Kirke ;Jensen & Thomsen;;10;2;Anhangspedal
2014;Renbæk Kirke ;Marcussen & Søn;Marcussen & Søn i samarbejde med Entasis Arkitekter. [Orglet 2015,1];8;2;Pedal
2013;Vedbæk Kirke;Henk Klop;;4;1;(Intet Pedal)
1770 (?);København, Trinitatis Kirke;Anonym Mester;;13;1;Pedal
1960 (?);Kalundborg, Sct. Mariæ Kirke ;I. Starup & Søn;;4;1;[Pedalstatus Ubekendt]
2014;Slagelse, Antvorskov Kirke ;Marcussen & Søn;Regnbuen Arkitekter, Aarhus. [Iflg. orgelbyggeriets hjemmeside].;22;2;Pedal
1970 (?);Grynderup Kirke ;Jydsk Orgelbyggeri;;4;1;Anhangspedal
2014;Helsinge Kirke ;Th. Frobenius & Sønner;;22;2;Pedal
2015;Blenstrup Kirke ;Tomaž Močnik;;12;2;Pedal
2015;Næstved, Sct. Peders Kirke ;Hermann Eule;Peter Bering;37;2;Pedal
2015;Gedser Kirke ;P.G. Andersen & Bruhn;> Jesper Herbert-Nielsen [Media] Arp & Nielsen [Se noter];13;2;Pedal
1898 (?);Torsted Frimenighedskirke ;Frederik Nielsen;;7;1;Pedal
2015;Aabenraa, Sct. Jørgens Kirke ;Marcussen & Søn;> Gert Madsen [Meddelelse fra orgelbyggeriet 2016].;16;2;Pedal
1989;Aalborg, Budolfi Kirke;P. Bruhn & Søn;;4;1;(Intet Pedal)
1988;København, Sct. Johannes Kirke;Verschueren Orgelbouw;;4;2;Anhangspedal
2016;Bramminge, Sct. Ansgar Kirke ;Anders Havgaard Rasmussen;Anders Havgaard Rasmussen;17;2;Pedal
2014;Vester Vandet Kirke ;Bruno Christensen & Sønner;P+P Arkitekter, Thisted [Orglet 2015,1].;10;1;Pedal
2016;Fjelstervang Kirke ;Th. Frobenius & Sønner;Orgelbyggeriet [Orglet 2017,1];11;2;Pedal
2016;Egebæksvang Kirke ;Marcussen & Søn;> Orgelbyggeriet. Farvesætning: Bo Seedorff [Orglet 2017,1].;21;2;Pedal
2015;Elmelunde Kirke ;P.G. Andersen & Bruhn;Peter Bering;14;2;Pedal
1972 (?);Frederiksberg Hospitalskirke;Jensen & Thomsen;;4;1;
2014;Sørbymagle Kirke ;Sven Hjorth Andersen;John Sørensen [Se noter].;10;2;Pedal
2016;Agedrup Kirke ;Marcussen & Søn;Steffen Pedersen, Havsteen-Mikkelsens Tegnestue;12;2;Pedal
2020;Vrensted Kirke ;Anders Havgaard Rasmussen;;14;2;Pedal
2013;København, Husum Kirke;Gunnar Fabricius Husted;;31;3;Pedal
2017;Rødovre Kirke ;Marcussen & Søn;> Marcussen & Søn. [Iflg. orgelbyggeriets hjemmeside].;18;2;Pedal
2016;Søborg, Søborgmagle Kirke ;P.G. Andersen & Bruhn;Orgelbyggeriet, [Orglet 2017,1].;23;2;Pedal
2016;Sporup Kirke ;Tomaž Močnik;;16;2;Pedal
1967;Høve Kirke ;Th. Frobenius & Sønner;;5;1;Pedal
1953;Torstrup Kirke ;Frederiksborg Orgelbyggeri;;5;1;Anhangspedal
1905;Højslev Kirke ;Joh.P. Andresen & Co;;7;1;(Intet Pedal)
2014;Rubjerg Kirke ;Sven Hjorth Andersen;;7;1;Pedal
2018;Hillerslev Kirke ;Th. Frobenius & Sønner;> Orgelbyggeriet [Orglet 2019,1].;16;2;Pedal
2018;Aalborg, Budolfi Kirke;Anders Havgaard Rasmussen;;19;2;Pedal
2017;Bistrup Kirke ;P.G. Andersen & Bruhn;> Johan Fog (Fogh & Følner).;24;3;Pedal
1983;Slots Bjergby Kirke ;Frederiksborg Orgelbyggeri;> Preben Thorsen [Se noter].;8;2;Pedal
2018;Havbro Kirke ;Bruno Christensen & Sønner;;6;1;Pedal
2018;Storarden Kirke ;Bruno Christensen & Sønner;;6;1;Pedal
2000;Lille Lyngby Kirke ;Gunnar Fabricius Husted;Rolf Graae.;15;2;Pedal
2010;Vodskov Baptistkirke ;Sven Hjorth Andersen;;8;1;Pedal
2020;Trekroner Kirke ;Th. Frobenius & Sønner;> Rørbæk og Møller Arkitekter;28;3;Pedal
2019;Gunslev Kirke ;Bruno Christensen & Sønner;Ark. Berings Tegnestue ApS.;13;2;Pedal
2019;Hadsten Kirke ;Th. Frobenius & Sønner;VMB arkitekter;25;2;Pedal
2019;København, Flintholm Kirke;P.G. Andersen & Bruhn;;21;2;Pedal
2020;Grejs Kirke ;Th. Frobenius & Sønner;;15;2;Pedal
2020;Herborg Kirke ;Marcussen & Søn;;16;2;Pedal
2021;Jels Kirke ;Bruno Christensen & Sønner;;14;2;Pedal
2021;København, Jesu Hjerte Kirke;Marcussen & Søn;;5;1;Anhangspedal
2021;Lem Kirke ;Bruno Christensen & Sønner;Facade: Peter Christensen;7;2;Pedal
2021;Særslev Kirke ;Bruno Christensen & Sønner;Facade: Peter Christensen;9;2;Pedal
2021;Tveje Merløse Kirke ;Th. Frobenius & Sønner;Facade: Camilla Nybye;11;2;Pedal
2021;Værum Kirke ;Th. Frobenius & Sønner;Facade: Th. Frobenius & Sønner;11;2;Pedal
2021;Vejen Kirke ;Johannes Klais;;24;2;Pedal
2021;Ry Kirke ;Marcussen & Søn;Facade: Rubow Arkitekter;13;2;Pedal
